,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
1264,2022-08-22 17:29:48+00:00,https://twitter.com/ORANGOLIVINGST1/status/1561767609191829504,ORANGOLIVINGST1,Twitter for Android,"Nakuru, Kenya","@Cjamehk I hope you won't disappear in thin air when time comes 
Coz #AZIMIO has nothing to offer 
In the beginning  
#AZIMIO : we won by 52% and they stole our votes
At the mid way while filling the case 
#AZIMIO :  #RutoThefifth  was ahead of us but he didn't atain the threshold hold..",0,0,0,0
1265,2022-08-22 17:26:25+00:00,https://twitter.com/iregi_rashid/status/1561766754518712320,iregi_rashid,Twitter for iPhone,,"@MarthaKarua @MarkBichachi If the #supremecourtofkenya rules in favor of #BabaNaMartha, it could:
1. order a recount of votes, 
ii. order a fresh election, 
iii. award #AZIMIO the presidency.",0,0,0,0
1266,2022-08-22 17:06:08+00:00,https://twitter.com/aloyce_mokaya/status/1561761650075734016,aloyce_mokaya,Twitter for Android,"8Kisii, Kenyans t5",@abuga_makori @abuga_makori sometimes chest thumbs mpaka unashindwa kama kweli ameenda shule. What informs him to profile judges even before a case is started? This is not informative blogging for #Azimio. @Disembe @eng_mokogoti @ItsMutai should teach this guy basics of objective blogging.,4,0,0,0
1267,2022-08-22 16:49:42+00:00,https://twitter.com/Waruta_edwin/status/1561757514047291392,Waruta_edwin,Twitter for Android,"Nairobi,Kenya",@MarthaKarua Your political career ended the day you unceremoniously and selfishly abandoned the late Pres.Kibaki...you have always cut yourself as a holier than thou person who we all know your shortcomings. Even your own has rejected you..your usefulness in #AZIMIO is limited.,2,0,0,0
1268,2022-08-22 16:41:12+00:00,https://twitter.com/f_chiseka/status/1561755376541908995,f_chiseka,Twitter for Android,,#Raila must retire,0,0,0,0
1269,2022-08-22 16:26:49+00:00,https://twitter.com/roksta_ke/status/1561751759105785856,roksta_ke,Twitter for Android,K_city🔥🔥oo42,"I love the silence from the toothful community.
Azimio has bombed Twitter and they can no longer  show their tooths.
#Raila
IEBC
#Justinawamae
#Wajackoyah 
#Lorry",1,0,0,0
1270,2022-08-22 16:20:05+00:00,https://twitter.com/Aih_News/status/1561750060878143491,Aih_News,Twitter for Android,Malawi,#AZIMIO la Umoja supporters at KICC where long time Kenya opposition #railaamoloodinga Odinga has filled the presidential election petition. https://t.co/06oG5vXJx2 #KenyanElection2022 #Malawi https://t.co/czhWA2IGB1,1,0,0,0
1271,2022-08-22 16:03:19+00:00,https://twitter.com/Honcalebamisi/status/1561745843623010304,Honcalebamisi,Twitter for Android,"Nairobi, Kenya",Is it because one has hair and the other one does not have or what is happening here ? #chebukati #cherera #Petition #spoke #Raila #AZIMIO #IEBCResults2022 https://t.co/CiDE0JQFdy,28,1,1,4
1272,2022-08-22 15:43:37+00:00,https://twitter.com/judasbetrayer01/status/1561740884454023168,judasbetrayer01,Twitter for Android,heaven,"When you sit next to your ex
#raila #HouseoftheDragon https://t.co/ZbahxAvOtK",2,0,0,0
1273,2022-08-22 15:10:43+00:00,https://twitter.com/KinguwoPatrick/status/1561732605208403976,KinguwoPatrick,Twitter for Android,,"Its so sad to see how the youths are suffering outside here, having worked for the kazi mtaani with no payments.The treasury should disburse the funds allocated for the youths and the leadership should resume the job the youths are suffering. #William Ruto #Raila #  Charles Hinga https://t.co/2GmYkC8eIs",22,7,0,3
1274,2022-08-22 14:51:14+00:00,https://twitter.com/kencylarshpad/status/1561727703384039424,kencylarshpad,Twitter for Android,"Nairobi, Kenya",Why is wajackoyah acting so petty #wajackoyah #Fred Ngatia #Lorry #Raila Odinga,5,0,0,0
1275,2022-08-22 14:46:57+00:00,https://twitter.com/kencylarshpad/status/1561726626689433601,kencylarshpad,Twitter for Android,"Nairobi, Kenya",If 0.01% evidence is Carried in a lorry what if it was 1% Azimio will kill us. #Raila Odinga #lory #SupremeCourt,3,1,0,0
1276,2022-08-22 14:44:29+00:00,https://twitter.com/LineakerK/status/1561726002921091073,LineakerK,Twitter for Android,,"Raila Odinga has gone to court for the 5th time challenging election results.  1997 Vs Moi, 2007 vs @MwaiKibaki,  2013 vs Kenyata , 2017 vs @Uhurukenyata, 2022 vs @WilliamsRuto!!

@hopekaweesa could be he motivational speaker.
#kenya #ruto #raila https://t.co/fkK05KEc0d",2,1,0,1
1277,2022-08-22 14:43:07+00:00,https://twitter.com/yourspenfully/status/1561725659394805760,yourspenfully,Twitter Web App,./,"@MutahiNgunyi I think this small detail eluded #Raila. didnt even mention it in passing as he joined the DEMONSTRATORS for HIRE to ONCE AGAIN scream #IEBCMustGo, #ChebukatiMustGo etc,",0,0,0,0
1278,2022-08-22 14:42:24+00:00,https://twitter.com/CandideKipulu/status/1561725480792899585,CandideKipulu,Twitter for Android,,"#raila Odinga a déposé en ligne un recours devant la Cour Suprême contestant les résultats de l'élection présidentielle kényane du 9 août, qui l'ont donné perdant derrière le vice-président sortant William Ruto #AFP",0,0,0,0
1279,2022-08-22 14:40:57+00:00,https://twitter.com/eric_nyabiro/status/1561725115724955649,eric_nyabiro,Twitter for Android,"Nairobi, Kenya",@RailaOdinga You could have said #azimio vs chebukati don't drag everone into your misery,0,0,0,0
1280,2022-08-22 14:35:04+00:00,https://twitter.com/Thejolof/status/1561723632342245377,Thejolof,Twitter for iPhone,,"@RailaOdinga You pushing too hard and making the whole process all by your self and you alone. 

Mr #Raila Retire respectfully as an African statesman. #Enough",0,0,0,0
1281,2022-08-22 14:34:31+00:00,https://twitter.com/KiguruKimani/status/1561723497893830660,KiguruKimani,Twitter for Android,,"One thing I'm certain of is @MarthaKarua will be evicted once it's all said and done. #AZIMIO fans are screaming about her ZERO performance everywhere and @RailaOdinga is listening. So, it's not a matter of IF but WHEN. Word is if it's a rerun @skmusyoka is the running mate. https://t.co/Zdw7LFlByR",3,3,0,0
1282,2022-08-22 14:34:00+00:00,https://twitter.com/spectremediaug/status/1561723364586176513,spectremediaug,Twitter for Android,"Kampala, Uganda","#Azimio presidential flag bearer @RailaOdinga petitions Supreme Court over @WilliamsRuto win.
Raila &amp; @MarthaKarua  seek audit of election technology &amp; results announced, want nullification of results announced by the IEBC chairman.
#KenyasChoice2022 #Ruto #Odinga
@LineakerK",1,0,0,0
1283,2022-08-22 14:22:16+00:00,https://twitter.com/bettkabraham/status/1561720413729824768,bettkabraham,Twitter for Android,"Eldoret, Kenya",Which people?? Just say #Azimio vs democracy https://t.co/EK4lIEWC7U,0,0,0,0
1284,2022-08-22 14:17:46+00:00,https://twitter.com/mukhale7777/status/1561719282362359809,mukhale7777,Twitter for Android,"Thika, Kenya",@ahmednasirlaw @omwanza Those votes comprise of all four who were presidential candidates...#Azimio should not claim that all were theirs...every missing devide by four,0,0,0,0
1285,2022-08-22 13:59:37+00:00,https://twitter.com/Anwaryare1000/status/1561714713410605062,Anwaryare1000,Twitter for iPhone,Horn of Africa,"#Ralia has delivered 2 the court a big fat of documents on the latest election concerns. He is struggling until to the last minute. The flip side, #Ruto, the president-elect is enticing #Raila’s Azimio alliance 2 be part of #UDA or Kenya Kwanza. A big politics is hear in #Nairobi https://t.co/7luVq8DOXG",5,0,0,0
1286,2022-08-22 13:55:06+00:00,https://twitter.com/SsWafii/status/1561713576318042113,SsWafii,Twitter for Android,mombasa kenya,"President @glwajackoyah, sasa hii ni bhangi ama ..... imagine ati saa hii  unaanza tena story za Ma***de ya Fisi 😃😃😃. But ulifanya poa tukajua idadi ya wavuta Bhangi... #SupremeCourt #Azimio #EmptyOldTrafford https://t.co/TjfRsajbYT",1,0,0,0
1287,2022-08-22 13:49:21+00:00,https://twitter.com/erickoh_k/status/1561712129387876352,erickoh_k,Twitter Web App,Kenya,@amugira @TrottoirRadio What a befitting description. Moses Kuria's petition is meant to deny #SCOK enough time to comb through the overwhelming evidence from the #AZIMIO team.,0,0,0,0
1288,2022-08-22 13:39:37+00:00,https://twitter.com/EdmonEdie/status/1561709680451256320,EdmonEdie,Twitter Web App,"Kericho, Kenya","Evidence presented by #Azimio one Kenya.
#ThePeopleVsChebukati 
#The supreme court of Kenya https://t.co/Q07Aw3dOzh",0,0,0,0
1289,2022-08-22 13:33:29+00:00,https://twitter.com/Oriko_Richard/status/1561708137182380032,Oriko_Richard,Twitter Web App,,"This country should just be divided into two,we are tired of injustice.
#baba do us last favour.devide this nation and let those who celebrate injustice and unlawfulness have their place and their own leader,we are tired .#Raila Odinga help this nation don't give up.",0,0,0,0
1290,2022-08-22 13:32:23+00:00,https://twitter.com/chrisotee/status/1561707860702023680,chrisotee,Twitter for iPhone,Worldwide,@HonMbadi_ This ain’t a case! All #Azimio cows know this! It has no feet to stand on,0,0,0,0
1291,2022-08-22 13:27:39+00:00,https://twitter.com/NorthAthletics_/status/1561706668412502018,NorthAthletics_,Twitter for iPhone,"England, United Kingdom",Let not our desire to move forward trample over the desire to get justice. #KenyaDecides2022 #kenyayaamua2022 #Raila #chebukati,0,0,0,0
1292,2022-08-22 13:20:06+00:00,https://twitter.com/AustineDumas2/status/1561704766262198272,AustineDumas2,Twitter for Android,🌎🌍🌎🌎,"Before and after election 😂😂😂
#Azimio 
#SCOK 
#IEBC 
#IEBCResults2022 https://t.co/dzVOlIYP26",1,0,0,1
1293,2022-08-22 13:13:33+00:00,https://twitter.com/PATRIOTS_254/status/1561703119234408450,PATRIOTS_254,Twitter Web App,"Nairobi,Kenya","Finally, Martha Karua delivers for the #AZIMIO https://t.co/1tH3OFrm6r",1,0,0,0
1294,2022-08-22 13:07:24+00:00,https://twitter.com/BrightKenyaNews/status/1561701573054668801,BrightKenyaNews,Twitter Web App,Nairobi Kenya,"Martha Karua Claims they've provided enough evidence and are now waiting for Supreme Court`s Move.
#AZIMIO  #Wajackoyah #Peterkenneth #NelsonHavi #Kuzimia #Itumbi #marthaspeaksfanart https://t.co/HtA88MRUn2",0,0,0,1
1295,2022-08-22 13:05:21+00:00,https://twitter.com/Leilaformncd5/status/1561701057251737602,Leilaformncd5,Twitter for iPhone,minnesota,"In 2001 the entire opposition walked out of parliament to reject the constitutional review bill, Martha Karua stayed behind, she was prudent enough to make sure objections were recorded in the Hansard . I’m on whatever side she’s on . #Azimio",1,0,0,0
1296,2022-08-22 13:01:47+00:00,https://twitter.com/KiguruKimani/status/1561700158148153344,KiguruKimani,Twitter for Android,,"From #NASA to today's #AZIMIO the political losers and petition remains the same. Volumes of binded paper with NO substantive evidence. I bet some of the material handed over today are photocopies of the previous election petition.
Point of note #KenyasChoice2022 is irreversible. https://t.co/vXNGksovsd",2,0,0,0
1297,2022-08-22 13:01:25+00:00,https://twitter.com/sharzidek/status/1561700068364877824,sharzidek,Twitter for iPhone, 🗺 ,"Azimio delivering screenshots 😂
Makau Mutua seems the boss here while kanda ya moko Peter Kenneth seems so coerced to work. 
#AZIMIO will terribly fail! https://t.co/x5NNoPbqZY",0,0,0,0
1298,2022-08-22 12:55:47+00:00,https://twitter.com/ErickOmondi_/status/1561698648739794946,ErickOmondi_,Twitter Web App,Kisumu,"❌#ThePeopleVsChebukati not really!

✅Its #Azimio vs #IEBCResults2022 

❌#ThePeopleVersusChebukati again, NO!

✅Its #Uhuru vs #Kenyans tired of his Presidency and his hidden extension as the Kuzimia chairman. https://t.co/OQnceJnjM3",1,0,0,0
1299,2022-08-22 12:49:55+00:00,https://twitter.com/MaxVenokar/status/1561697172818726912,MaxVenokar,Twitter for Android,,Justice for all let it not  disaper in thin air #azimio aristote https://t.co/hT9qmo8yEG,0,0,0,0
1300,2022-08-22 12:49:31+00:00,https://twitter.com/agmutambo/status/1561697073371693058,agmutambo,Twitter for Android,Nairobi|Kampala,"#Raila: ""The 2022 presidential election represents the most daring move by that cartel to overturn the wishes of the electorate. We refuse to allow Kenya go that direction. It must not happen and it will not happen.""",3,0,0,0
1301,2022-08-22 12:46:42+00:00,https://twitter.com/JenarJuliet/status/1561696362051297286,JenarJuliet,Twitter for Android,Kenya,"Where is junet mohamed ?jamaaa ameingia nyasi since baba lost elections hajawahi onekana,we really miss him ,the guy was very sure baba will be the 5th 🤣🤣
#ThePeopleVsChebukati #peter Kenneth #Raila Odinga #Nelson havi #NoVisa4Raisi #milimani law courts @orengo #lorry #shollei https://t.co/TlxQnqifvn",32,6,0,4
1302,2022-08-22 12:35:57+00:00,https://twitter.com/jfkmukadi/status/1561693658835046402,jfkmukadi,Twitter for Android,"Nairobi, Kenya","#AZIMIO supporters let's be honest &amp; give credit where it's due. The benefit of incumbency as @JubileePartyK gov't No.2. aside....Ruto being 2nd with 48.6% in the concluded presidential election on the first stab is no mean feat.

Let's wait &amp; see how #ThePeopleVsChebukati goes.",7,3,0,1
1303,2022-08-22 12:33:09+00:00,https://twitter.com/wycliffkinoti/status/1561692953793499137,wycliffkinoti,Twitter for Android,Meru/Nairobi,Orengo was just singing 'hatuitishi ruhusa kugusa! #SCOT #azimio #petition https://t.co/0SA5MqY0Gh,0,0,0,0
1304,2022-08-22 12:31:34+00:00,https://twitter.com/00DanBowe/status/1561692552453136384,00DanBowe,Twitter Web App,,"@HonMoses_Kuriaa Let the court exercise the right and let him be showed that Kenya needs change,
#Azimio team thinks that election is free n fair if they are named https://t.co/8aPlG6IYkV rerun let's use the money to develop our hospitals and schools.
K.kwanza we trust that you will change kenya",0,0,0,0
1305,2022-08-22 12:25:11+00:00,https://twitter.com/yourspenfully/status/1561690947569782784,yourspenfully,Twitter Web App,./,"@ahmednasirlaw imagine call it what it is: #MnyamboYaPunda, now we have been thrown back to #ChebukatiMustGo, #RutoMustGo etc etc. #SupremeCourt #Raila",0,0,0,0
1306,2022-08-22 12:24:21+00:00,https://twitter.com/anm_consult/status/1561690740320763904,anm_consult,Twitter for iPhone,Global Citizen ,Nani najua mahali naeza buy hii wig #Azimio #KenyanElection2022 #SupremeCourt #RutoThefifth https://t.co/VEyumdUMKa,4,0,0,2
1307,2022-08-22 12:21:45+00:00,https://twitter.com/justkiddin254/status/1561690082217758720,justkiddin254,Twitter for Android,"Nairobi, Kenya","LoL, Raila is busy saying they won, and we all laughing 😂
#azimio la umbwakniiiii",2,0,0,0
1308,2022-08-22 12:21:44+00:00,https://twitter.com/swmaina/status/1561690077998321674,swmaina,Twitter for Android,"Nairobi, Kenya","Did Raila have to hoist those boxes himself? His mere presence would have been enough.
#SupremeCourt #Petition #AZIMIO #RailaOdinga",0,0,0,0
1309,2022-08-22 12:15:36+00:00,https://twitter.com/anm_consult/status/1561688535878492160,anm_consult,Twitter for iPhone,Global Citizen ,"Kenyans- Wiki ya kukua Mazematicians imeisha 

This week sasa sisi ni #lawyers na hatuambiwi any!! 

#KenyansDecides2022 
#SupremeCourt #azimio",1,0,0,0
1310,2022-08-22 12:10:28+00:00,https://twitter.com/OmogaDanstan/status/1561687245828096003,OmogaDanstan,Twitter for Android,,If  Raila wins this petition he shall prove all who those who congratulated  Ruto wrong what are they going to do now it will be shame for those foreign leaders #Raila,0,0,0,0
1311,2022-08-22 12:10:22+00:00,https://twitter.com/KNdasat/status/1561687218573524995,KNdasat,Twitter Web App,Kenya,@RailaOdinga You have never accepted defeat. You put the country through so much economic challenges for your own selfish interests. You need to retire and Kenyans will be at peace. #KenyansDecides2022 #shollei #IEBC #AZIMIO #supremecourtofkenya,24,0,0,0
1312,2022-08-22 12:08:28+00:00,https://twitter.com/DavideoRence/status/1561686742717300737,DavideoRence,Twitter for Android,Embakasi,"#Raila Talking about drug Cartels when people like #Joho are in his camp is an insult to the people of kenya.
When will Raila accept presidential results? 
#ThePeopleVsChebukati",1,0,0,0
1313,2022-08-22 12:06:13+00:00,https://twitter.com/chemukjohn/status/1561686176553222144,chemukjohn,Twitter for Android,"Machakos, Kenya","'The corruption cartel'

#SupremeCourt 
#raila",1,0,0,1
1314,2022-08-22 12:06:13+00:00,https://twitter.com/GovOparanyaFun/status/1561686176137986048,GovOparanyaFun,Twitter for Android,"Nairobi, Kenya","This a true indication that the country is not happy, Kenyans are sad, in fact very sad.
President Kenyatta @StateHouseKenya should never leave this country divided as it is today. Kenyans deserve to be treated equally and with fareness.
#Petition 
#AZIMIO 
#RailaOdinga https://t.co/fmIaJrPxcE",1,0,0,0
1315,2022-08-22 12:05:06+00:00,https://twitter.com/MetrineLois/status/1561685895056703489,MetrineLois,Twitter for Android,,@ahmednasirlaw #Inawezekana #AZIMIO #ledamaolekina #senetorkajwang,0,0,0,0
1316,2022-08-22 12:02:50+00:00,https://twitter.com/KhisaNehemiah/status/1561685322228006914,KhisaNehemiah,Twitter Web App,"Nairobi, Kenya","@MutahiNgunyi #Azimio blogger,to be precise, even after misleading Raila with fake opinion polls, you have decided to make him retire this early, how on earth can 6million vs 8million votes tally with what you wish to misfeed us 49.7% vs 49.6%? https://t.co/JVxLYc4OY3",1,1,0,0
1317,2022-08-22 11:55:58+00:00,https://twitter.com/jaymo_kish/status/1561683593646178305,jaymo_kish,Twitter Web App,Nairobi,Raila Odinga And Azimio Running Mate Martha Karua Files Election Petition https://t.co/vDaJlkqCHV via @YouTube #SupremeCourt #chebukati #RutoThefifth #AZIMIO #SCOK,0,0,0,0
1318,2022-08-22 11:54:59+00:00,https://twitter.com/Shawn_shawnty/status/1561683348963020800,Shawn_shawnty,Twitter for Android,kenya,"@29000ksh
Hp elitebook g3
Intel core i5 6th gen
8gb ddr4 ram
256 nvme m.2 ssd
Backlit keyboard
14 inch Hd display 
Slim and light weight
Windows 10 pro
#emptyoldtraford
#sellingcontent 
#ACasaDoDragao
#AlchemyOfSouls 
#IkoKazi 
#IEBC 
#SupremeCourt 
#AZIMIO 
#KenyansDecides2022 https://t.co/rg34IwRHDL",0,1,0,0
1319,2022-08-22 11:51:47+00:00,https://twitter.com/AlexBethwel/status/1561682544050962432,AlexBethwel,Twitter for Android,Kenya,"@Safaricom_Care is the only company enticing|seducing you with sumptuous data bundle offers. But after you load airtime, they miraculously disappear with the offers like a Kano rice thief from Kolenyo. Monkey business?#ThePeopleVsChebukati
#SupremeCourt 
#AZIMIO",1,0,0,0
1320,2022-08-22 11:50:00+00:00,https://twitter.com/Mikeshima94/status/1561682094425776130,Mikeshima94,Twitter for Android,"Nairobi, Kenya",#SupremeCourt #Azimio #railathe5th https://t.co/1vOa4wz4cQ,0,0,0,0
1321,2022-08-22 11:45:05+00:00,https://twitter.com/Abdille_Jr/status/1561680858079264769,Abdille_Jr,Twitter for iPhone,"Nairobi, Kenya",Scenes today as azimio was delivering relief food 😂😂 #Petition #raila https://t.co/xD4W0ZEnFM,1,0,0,0
1322,2022-08-22 11:43:16+00:00,https://twitter.com/Nafisnovic/status/1561680398027030531,Nafisnovic,Twitter for Android,Democratic Republic of Congo ,"The GREAT People of the REPUBLIC of KENYA have REFUSED to ACCEPT &amp; MOVE On, In the End ,KENYA will WIN and KENYANS will REJOICE.

#SupremeCourt #AZIMIO #BabaThe5th",443,71,0,5
1323,2022-08-22 11:37:24+00:00,https://twitter.com/Only1Ranto/status/1561678922068140033,Only1Ranto,Twitter for Android,"Nairobi, Kenya","Orengo has said this is the easiest case he has to tackle. 
Even a Doctor will never tell you that you are going to die. #SupremeCourt #AZIMIO",1,0,0,0
1324,2022-08-22 11:33:47+00:00,https://twitter.com/TAllanTosh1/status/1561678010964664324,TAllanTosh1,Twitter for Android,,"Me ; Huyu Lec Amefunza kweli, hebu nione notes
Notes:👇
#supremecourtofkenya #raila #railawon #Orengo #RutoThefifth #concede https://t.co/p50nnjDbzq",1,1,0,0
1325,2022-08-22 11:33:27+00:00,https://twitter.com/omusirokk/status/1561677928039153664,omusirokk,Twitter for iPhone,,Raila has never been serious 🥲 anapenda izi crowd stunts 😩 time ya kupiga kura ndio uyo na croud time ya Supreme Court ndio uyu na crowd 😩 when will this guy ever be serious na miaka yake inaenda 😪 ata karua makeup imekataaa kushika ngozi #AZIMIO #SupremeCourt @MigunaMiguna,0,0,0,0
1326,2022-08-22 11:33:23+00:00,https://twitter.com/Henitch/status/1561677910544719875,Henitch,Twitter for Android,Nairobi,"Sisi watu wa Wajackoyah tunaenda wapi?

#SupremeCourt #AZIMIO
Nelson Havi
#chebukati
ThepeoplevsChabukati",2,0,0,1
1327,2022-08-22 11:32:50+00:00,https://twitter.com/DrChemwor/status/1561677774192054273,DrChemwor,Twitter for Android,"Kitale, Kenya","The Outgoing President, Uhuru Kenyatta, should and MUST be treated with the same RESPECT with which he treats the PRESIDENT-ELECT, William Samoei Ruto. It is the only way to set good PRECEDENT. 
#AZIMIO
@MigunaMiguna
@moseskuriahon",0,0,0,0
1328,2022-08-22 11:28:51+00:00,https://twitter.com/sadulqy/status/1561676772927750144,sadulqy,Twitter for Android,,#AZIMIO ready to disapprove the @IEBCKenya https://t.co/I9nSQxwwpY,1,0,0,0
1329,2022-08-22 11:27:48+00:00,https://twitter.com/KiruiGavin1/status/1561676507331936258,KiruiGavin1,Twitter for Android,InBuilt,"The Opaque Idea of 0.01% being carried in a lorry. I knew mathematics was hard !

Milimani Law court
#AZIMIO 
Petition https://t.co/AJqb5v954l",3,0,0,0
1330,2022-08-22 11:26:34+00:00,https://twitter.com/PJBukenyaz/status/1561676197846810624,PJBukenyaz,Twitter for Android,bukenyaz@ymail.com ,@qataharraymond #Azimio Tusimbudde 😄😆. Here comes #BabaThe5th,0,0,0,0
1331,2022-08-22 11:11:09+00:00,https://twitter.com/LuckOrDrudgery/status/1561672315041189890,LuckOrDrudgery,Twitter for Android,,"If Yesterday,Today and Tomorrow was a person 🤣
#AZIMIO 
Supreme court
Petition https://t.co/FoXqwTIb2w",1,0,0,0
1332,2022-08-22 11:10:15+00:00,https://twitter.com/JSunyai/status/1561672090108968960,JSunyai,Twitter for Android,"Nairobi, Kenya",Martha Karua is carrying more files than her votes #milimani #NelsonHavi  #raila #SupremePetition  #Waah https://t.co/WVTYjLsOn9,4,0,0,1
1333,2022-08-22 11:08:08+00:00,https://twitter.com/KiruiGavin1/status/1561671556367007746,KiruiGavin1,Twitter for Android,InBuilt,"My top profile visits today: Kenyan Lawyers interpreting the #AZIMIO petition. 
   Ni kama hawatamake this time round. Will he lead demonstration around the City Hall?",1,0,0,0
1334,2022-08-22 11:07:14+00:00,https://twitter.com/barrack_gumba1/status/1561671329635516418,barrack_gumba1,Twitter Web App,,"Hello @Safaricom_Care , As a Chelsea fan, kindly ensure that you don't allow any live streaming  of Manchester United match against Liverpool this evening. @Jaluo_1 @AnthonyMpalia @AQtee @KBonimtetezi  #supremecourtofkenya #AZIMIO",4,1,0,1
1335,2022-08-22 11:05:25+00:00,https://twitter.com/Jolaye/status/1561670873865768960,Jolaye,Twitter for Android,Senegal,"#raila Odinga a déposé en ligne un recours devant la Cour Suprême contestant les résultats de l'élection présidentielle kényane du 9 août, qui l'ont donné perdant derrière le vice-président sortant William Ruto #AFP",0,0,0,0
1336,2022-08-22 11:05:16+00:00,https://twitter.com/kenyan_kodak/status/1561670834334449667,kenyan_kodak,Twitter for Android,"Nairobi, Kenya","Collect your books for marking😂😂

#milimani 
#raila 
#AZIMIO 
#ElectionsKE2022 https://t.co/6QRU6itu9N",3,0,0,0
1337,2022-08-22 11:04:24+00:00,https://twitter.com/AludahKlemarz/status/1561670618457800704,AludahKlemarz,Twitter for Android,"Nakuru, Kenya","AZIMIO LEADERS RAILA ODINGA, AND MARTHA KARUA DELIVER PETITION AT THE MILIMANI LAW COURTS 

#petition
#milimanilawcourts
#azimio
#kenyakwanza
#supremecourtofkenya

https://t.co/9Ce94TJDlC https://t.co/9xx7Ui2TMH",0,0,0,0
1338,2022-08-22 11:04:19+00:00,https://twitter.com/KiruiGavin1/status/1561670596773257216,KiruiGavin1,Twitter for Android,InBuilt,"Perfect photo to Motivate myself! 
     'Persistence pays not' 
#SupremeCourt 
#AZIMIO https://t.co/CWc6kpPPEu",1,0,0,0
1339,2022-08-22 11:03:43+00:00,https://twitter.com/KamwiguMoses/status/1561670446319288321,KamwiguMoses,Twitter Web App,"Runyenjes, Vaggeryd Kommun Swe","If the good ol' was a person  #Waah. Meanwhile,  at ""Milimani Law Courts"" we're steadfast with our call as #AZIMIO #Orengo just said this one will be a bombshell. Viva ✊to justice https://t.co/hk2DUCd6AX",2,0,0,0
1340,2022-08-22 11:00:25+00:00,https://twitter.com/Robaa82/status/1561669617944240129,Robaa82,Twitter for Android,Kenya,"This was all about it? #Asamo shually.. 😂😂😂
Ile ujinga mko nayo exceed sand in Kalahari desert 
#Cherera was everything to #Azimio https://t.co/D7w9KWTFIk",9,1,1,2
1341,2022-08-22 10:58:36+00:00,https://twitter.com/ehdande/status/1561669158085033988,ehdande,Twitter for iPhone,"Nairobi, Kenya",What are the prayers in the #Raila petition… anyone has the page?,1,0,0,2
1342,2022-08-22 10:55:59+00:00,https://twitter.com/IsioloU/status/1561668499168272385,IsioloU,Twitter for Android,"Isiolo, Kenya","BABA Should retire Honourably!
#SupremeCourt #AZIMIO https://t.co/NjYI3ajF8z",4,0,0,0
1343,2022-08-22 10:55:54+00:00,https://twitter.com/CommentaryRaila/status/1561668480176427009,CommentaryRaila,Twitter for Android,,"The D Day 
#waaa #raila #murkomen",1,0,0,0
1344,2022-08-22 10:51:26+00:00,https://twitter.com/wasikedan/status/1561667354123182082,wasikedan,Twitter for Android,Kenya,There is the evidence # #SupremeCourt #Petition #the5th .#raila https://t.co/CTytbNL7No,0,0,0,0
1345,2022-08-22 10:47:14+00:00,https://twitter.com/JenarJuliet/status/1561666296617619456,JenarJuliet,Twitter for Android,Kenya,"I think it's high time supreme Court gives baba  a discount, coz he is  their biggest client, atleast for the first time weta and MDVD have tested victory,🔥🤣🤣🔥🔥👇 #Raila odinga #murkomen #Nelson havi #milimani law courts #IEBC COMMISSIONERS #supreme Court of kenya #kabando https://t.co/k7bT4Sxtkg",19,6,0,1
1346,2022-08-22 10:42:11+00:00,https://twitter.com/AlainFrNews/status/1561665027173916672,AlainFrNews,TweetDeck,World,"Présidentielle au #Kenya: 
#Raila #Odinga a déposé un recours en ligne devant la Cour Suprême

#TesYeuxSurLeMonde #AlAinInfos 

Voir ici:

https://t.co/KQwH7rdZY6",0,1,0,0
1347,2022-08-22 10:41:12+00:00,https://twitter.com/JnrObama2/status/1561664781723000833,JnrObama2,Twitter for Android,United Kingdom,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary
#Supremecourt
#Azimio https://t.co/ZuPLjmdMtj",1,0,0,0
1348,2022-08-22 10:37:57+00:00,https://twitter.com/Bomba_shwari/status/1561663962688667648,Bomba_shwari,Twitter for Android,,Sir wameenda kortini kustaki wewe?!?! #Azimio https://t.co/4j5TnuiYIf,1,0,0,0
1349,2022-08-22 10:36:09+00:00,https://twitter.com/Patrick29098107/status/1561663508718256128,Patrick29098107,Twitter for Android,,"Waah, Raila after every election says, kata simu kata simu tuko site as he heads to Supreme Court.
Someone to advise mzee that elections are won at the ballot, not by gimmicks and sideshows

Like and retweet as we follow each other
#Waah, #Raila #Scok #Form34A #Milimani https://t.co/xOD0559DKj",2,2,0,0
1350,2022-08-22 10:35:31+00:00,https://twitter.com/Moha_meddy/status/1561663349489803264,Moha_meddy,Twitter for Android,"Nairobi, Kenya","Who cursed this express highway ,,,where should we be safe now, Kila time accident #waah #tuko #raila #orengo #murkomen #uhuru #raila #34as #express https://t.co/PppwAjhTYO",10,0,0,1
1351,2022-08-22 10:34:39+00:00,https://twitter.com/kennedy_iyadi/status/1561663132820447232,kennedy_iyadi,Twitter for Android,"Nairobi, Kenya",@orengo_james Let justice be done ..#Azimio https://t.co/Yo5J0KiqQT,1,0,0,0
